Destination,Travel Date,Airline,Flight Stops,Meals,Per Person Price,Journey_Month,Num_Places_Visited,Package Type_Deluxe,Package Type_Luxury,Package Type_Premium,Package Type_Standard,Start City_New Delhi,Journey_Day_Monday,Journey_Day_Saturday,Journey_Day_Sunday,Journey_Day_Thursday,Journey_Day_Tuesday,Journey_Day_Wednesday,Is_Peak_Season,Trip_Complexity
501,2021-07-30,114,0,5,7068.0,5,1,False,False,True,False,True,False,False,False,False,False,False,1,1
268,2021-05-28,290,2,2,7398.5,8,1,False,False,False,False,False,False,False,False,False,False,False,1,3
114,2021-05-07,94,2,3,17160.0,8,2,False,False,False,True,True,False,False,False,False,False,False,1,6
542,2021-03-17,231,2,3,8513.0,7,1,False,False,False,True,True,False,False,False,False,False,True,0,3
234,2021-07-09,247,1,3,17167.5,5,1,True,False,False,False,True,False,False,False,False,False,False,1,2
35,2021-07-05,161,0,5,44627.0,5,1,False,False,True,False,False,True,False,False,False,False,False,1,1
362,2021-07-28,94,1,3,14172.5,5,3,True,False,False,False,True,False,False,False,False,False,True,1,6
330,2021-11-17,307,2,3,26975.5,9,3,False,False,False,True,True,False,False,False,False,False,True,0,9
103,2021-03-24,290,2,3,6241.5,7,1,False,False,False,True,True,False,False,False,False,False,True,0,3
377,2021-04-06,94,0,4,22804.5,0,4,False,True,False,False,False,False,False,False,False,True,False,0,4
548,2021-04-07,114,0,5,15862.0,0,1,False,False,True,False,True,False,False,False,False,False,True,0,1
559,2021-05-19,290,0,5,8010.0,8,2,False,False,True,False,True,False,False,False,False,False,True,1,2
41,2021-04-19,74,2,3,13079.5,0,2,False,False,False,True,False,True,False,False,False,False,False,0,6
266,2021-09-06,231,2,2,20958.0,11,2,False,False,False,False,False,True,False,False,False,False,False,0,6
35,2021-11-28,161,2,3,41437.5,9,1,False,False,False,True,True,False,False,True,False,False,False,0,3
159,2021-05-08,2,2,3,23578.5,8,1,False,False,False,True,True,False,True,False,False,False,False,1,3
477,2021-03-06,114,2,3,17595.5,7,2,False,False,False,True,True,False,True,False,False,False,False,0,6
176,2021-10-20,231,2,3,23360.0,10,3,False,False,False,True,False,False,False,False,False,False,True,0,9
80,2021-09-05,114,1,3,10135.0,11,3,True,False,False,False,True,False,False,True,False,False,False,0,6
228,2021-10-31,231,1,3,11831.0,10,2,True,False,False,False,True,False,False,True,False,False,False,0,4
182,2021-03-09,94,0,5,13009.5,7,1,False,False,True,False,False,False,False,False,False,True,False,0,1
494,2021-05-21,147,0,5,27700.0,8,3,False,False,True,False,True,False,False,False,False,False,False,1,3
232,2021-11-17,239,1,3,16197.0,9,2,True,False,False,False,True,False,False,False,False,False,True,0,4
11,2021-08-22,94,0,4,11960.0,1,2,False,True,False,False,False,False,False,True,False,False,False,0,2
513,2022-01-18,125,1,3,27361.5,4,1,True,False,False,False,True,False,False,False,False,True,False,1,2
310,2021-04-20,231,2,3,9932.0,0,2,False,False,False,True,True,False,False,False,False,True,False,0,6
361,2021-01-31,290,0,4,7917.0,4,2,False,True,False,False,False,False,False,True,False,False,False,1,2
54,2021-08-08,253,0,5,20839.0,1,2,False,False,True,False,True,False,False,True,False,False,False,0,2
173,2021-03-07,114,1,3,32532.0,7,4,True,False,False,False,False,False,False,True,False,False,False,0,8
502,2021-02-20,94,2,3,9384.0,3,2,False,False,False,True,True,False,True,False,False,False,False,0,6
216,2021-10-12,29,0,5,40269.0,10,4,False,False,True,False,True,False,False,False,False,True,False,0,4
182,2021-07-03,94,1,3,7628.0,5,1,True,False,False,False,True,False,True,False,False,False,False,1,2
536,2021-08-21,114,2,3,8244.5,1,2,False,False,False,True,True,False,True,False,False,False,False,0,6
261,2021-11-20,290,2,3,10078.0,9,2,False,False,False,True,True,False,True,False,False,False,False,0,6
88,2022-01-12,114,2,3,13378.0,4,3,False,False,False,True,True,False,False,False,False,False,True,1,9
182,2021-12-17,290,2,3,6873.5,2,1,False,False,False,True,False,False,False,False,False,False,False,1,3
123,2022-02-03,94,0,4,15880.5,3,1,False,True,False,False,True,False,False,False,True,False,False,0,1
309,2021-05-05,290,0,4,25704.5,8,2,False,True,False,False,True,False,False,False,False,False,True,1,2
347,2021-02-02,290,2,3,3100.5,3,1,False,False,False,True,True,False,False,False,False,True,False,0,3
195,2022-01-31,290,2,3,4786.0,4,2,False,False,False,True,False,True,False,False,False,False,False,1,6
359,2021-08-28,231,0,5,21734.0,1,3,False,False,True,False,True,False,True,False,False,False,False,0,3
332,2021-12-01,290,2,3,7122.5,2,3,False,False,False,True,False,False,False,False,False,False,True,1,9
213,2021-11-12,114,2,3,13607.5,9,5,False,False,False,True,True,False,False,False,False,False,False,0,15
381,2021-05-04,231,1,3,23441.0,8,4,True,False,False,False,True,False,False,False,False,True,False,1,8
144,2021-05-06,94,0,5,40229.0,8,2,False,False,True,False,True,False,False,False,True,False,False,1,2
108,2021-03-03,291,2,3,7996.0,7,1,False,False,False,True,False,False,False,False,False,False,True,0,3
292,2021-05-19,298,2,3,19727.0,8,1,False,False,False,True,False,False,False,False,False,False,True,1,3
361,2021-08-06,231,2,3,13261.5,1,2,False,False,False,True,False,False,False,False,False,False,False,0,6
469,2021-03-22,231,1,3,17242.5,7,2,True,False,False,False,False,True,False,False,False,False,False,0,4
320,2021-02-15,1,0,4,19978.5,3,1,False,True,False,False,True,True,False,False,False,False,False,0,1
217,2022-01-08,239,0,5,17778.5,4,3,False,False,True,False,True,False,True,False,False,False,False,1,3
516,2021-04-05,143,2,3,109867.0,0,5,False,False,False,True,True,True,False,False,False,False,False,0,15
456,2021-09-26,94,0,4,23909.0,11,1,False,True,False,False,False,False,False,True,False,False,False,0,1
66,2021-05-21,290,0,4,17937.5,8,3,False,True,False,False,False,False,False,False,False,False,False,1,3
446,2021-05-16,231,0,5,17513.5,8,2,False,False,True,False,True,False,False,True,False,False,False,1,2
159,2021-10-26,290,1,3,12728.5,10,1,True,False,False,False,False,False,False,False,False,True,False,0,2
332,2021-10-09,114,1,3,13630.0,10,3,True,False,False,False,True,False,True,False,False,False,False,0,6
286,2021-10-31,94,0,5,17014.5,10,2,False,False,True,False,True,False,False,True,False,False,False,0,2
265,2021-07-19,125,2,2,17147.0,5,2,False,False,False,False,True,True,False,False,False,False,False,1,6
490,2021-09-17,94,2,3,15259.0,11,4,False,False,False,True,True,False,False,False,False,False,False,0,12
285,2022-04-08,161,2,3,30996.0,0,2,False,False,False,True,False,False,False,False,False,False,False,0,6
473,2021-12-28,128,2,3,29332.5,2,2,False,False,False,True,True,False,False,False,False,True,False,1,6
312,2021-04-29,23,1,3,94351.5,0,3,True,False,False,False,True,False,False,False,True,False,False,0,6
176,2021-06-18,231,1,3,27454.5,6,3,True,False,False,False,False,False,False,False,False,False,False,1,6
443,2021-09-12,237,0,5,25019.0,11,2,False,False,True,False,False,False,False,True,False,False,False,0,2
92,2021-07-21,106,1,3,18864.0,5,6,True,False,False,False,True,False,False,False,False,False,True,1,12
